# darshan log version: 3.41
# compression method: ZLIB
# exe: 
# uid: 12345
# jobid: 17533963
# start_time: 1698028724
# start_time_asci: Sun Oct 22 20:38:44 2023
# end_time: 1698029045
# end_time_asci: Sun Oct 22 20:44:05 2023
# nprocs: 36
# run time: 320.8858
# metadata: lib_ver = 3.4.4
# metadata: h = romio_no_indep_rw=true;cb_nodes=4

# log file regions
# -------------------------------------------------------
# header: 1328 bytes (uncompressed)
# job data: 152 bytes (compressed)
# record table: 2086 bytes (compressed)
# POSIX module: 5742 bytes (compressed), ver=4
# LUSTRE module: 1358 bytes (compressed), ver=1
# STDIO module: 57 bytes (compressed), ver=2
# DXT_POSIX module: 8129567 bytes (compressed), ver=1
# HEATMAP module: 20252 bytes (compressed), ver=1

# mounted file systems (mount point and fs type)
# -------------------------------------------------------

# description of columns:
#   <module>: module responsible for this I/O record.
#   <rank>: MPI rank.  -1 indicates that the file is shared
#      across all processes and statistics are aggregated.
#   <record id>: hash of the record's file path
#   <counter name> and <counter value>: statistical counters.
#      A value of -1 indicates that Darshan could not monitor
#      that counter, and its value should be ignored.
#   <file name>: full file path for the record.
#   <mount pt>: mount point that the file resides on.
#   <fs type>: type of file system that the file resides on.

# *******************************************************
# POSIX module data
# *******************************************************

# description of POSIX counters:
#   POSIX_*: posix operation counts.
#   READS,WRITES,OPENS,SEEKS,STATS,MMAPS,SYNCS,FILENOS,DUPS are types of operations.
#   POSIX_RENAME_SOURCES/TARGETS: total count file was source or target of a rename operation
#   POSIX_RENAMED_FROM: Darshan record ID of the first rename source, if file was a rename target
#   POSIX_MODE: mode that file was opened in.
#   POSIX_BYTES_*: total bytes read and written.
#   POSIX_MAX_BYTE_*: highest offset byte read and written.
#   POSIX_CONSEC_*: number of exactly adjacent reads and writes.
#   POSIX_SEQ_*: number of reads and writes from increasing offsets.
#   POSIX_RW_SWITCHES: number of times access alternated between read and write.
#   POSIX_*_ALIGNMENT: memory and file alignment.
#   POSIX_*_NOT_ALIGNED: number of reads and writes that were not aligned.
#   POSIX_MAX_*_TIME_SIZE: size of the slowest read and write operations.
#   POSIX_SIZE_*_*: histogram of read and write access sizes.
#   POSIX_STRIDE*_STRIDE: the four most common strides detected.
#   POSIX_STRIDE*_COUNT: count of the four most common strides.
#   POSIX_ACCESS*_ACCESS: the four most common access sizes.
#   POSIX_ACCESS*_COUNT: count of the four most common access sizes.
#   POSIX_*_RANK: rank of the processes that were the fastest and slowest at I/O (for shared files).
#   POSIX_*_RANK_BYTES: bytes transferred by the fastest and slowest ranks (for shared files).
#   POSIX_F_*_START_TIMESTAMP: timestamp of first open/read/write/close.
#   POSIX_F_*_END_TIMESTAMP: timestamp of last open/read/write/close.
#   POSIX_F_READ/WRITE/META_TIME: cumulative time spent in read, write, or metadata operations.
#   POSIX_F_MAX_*_TIME: duration of the slowest read and write operations.
#   POSIX_F_*_RANK_TIME: fastest and slowest I/O time for a single rank (for shared files).
#   POSIX_F_VARIANCE_RANK_*: variance of total I/O time and bytes moved for all ranks (for shared files).

# WARNING: POSIX_OPENS counter includes both POSIX_FILENOS and POSIX_DUPS counts

# WARNING: POSIX counters related to file offsets may be incorrect if a file is simultaneously accessed by both POSIX and STDIO (e.g., using fileno())
# 	- Affected counters include: MAX_BYTE_{READ|WRITTEN}, CONSEC_{READS|WRITES}, SEQ_{READS|WRITES}, {MEM|FILE}_NOT_ALIGNED, STRIDE*_STRIDE

#<module>	<rank>	<record id>	<counter>	<value>	<file name>	<mount pt>	<fs type>
POSIX	24	14281825841841423455	POSIX_FILENOS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_DUPS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_READS	12288	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_WRITES	12288	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SEEKS	24576	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STATS	12	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MMAPS	-1	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_FSYNCS	6	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_FDSYNCS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_RENAME_SOURCES	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_RENAME_TARGETS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_RENAMED_FROM	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MODE	436	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_BYTES_READ	25769803776	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_BYTES_WRITTEN	25769803776	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MAX_BYTE_READ	4294967295	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MAX_BYTE_WRITTEN	4294967295	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_CONSEC_READS	12282	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_CONSEC_WRITES	12282	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SEQ_READS	12282	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SEQ_WRITES	12282	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_RW_SWITCHES	11	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MEM_NOT_ALIGNED	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MEM_ALIGNMENT	8	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_FILE_NOT_ALIGNED	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_FILE_ALIGNMENT	1048576	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MAX_READ_TIME_SIZE	2097152	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_MAX_WRITE_TIME_SIZE	2097152	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_0_100	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_100_1K	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_1K_10K	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_10K_100K	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_100K_1M	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_1M_4M	12288	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_4M_10M	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_10M_100M	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_100M_1G	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_READ_1G_PLUS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_0_100	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_100_1K	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_1K_10K	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_10K_100K	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_100K_1M	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_1M_4M	12288	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_4M_10M	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_10M_100M	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_100M_1G	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SIZE_WRITE_1G_PLUS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE1_STRIDE	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE2_STRIDE	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE3_STRIDE	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE4_STRIDE	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE1_COUNT	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE2_COUNT	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE3_COUNT	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_STRIDE4_COUNT	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS1_ACCESS	2097152	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS2_ACCESS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS3_ACCESS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS4_ACCESS	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS1_COUNT	24576	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS2_COUNT	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS3_COUNT	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_ACCESS4_COUNT	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_FASTEST_RANK	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_FASTEST_RANK_BYTES	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SLOWEST_RANK	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_SLOWEST_RANK_BYTES	0	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_OPEN_START_TIMESTAMP	0.044816	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_READ_START_TIMESTAMP	16.015343	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_WRITE_START_TIMESTAMP	0.084300	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_CLOSE_START_TIMESTAMP	13.759230	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_OPEN_END_TIMESTAMP	287.727257	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_READ_END_TIMESTAMP	317.573111	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_WRITE_END_TIMESTAMP	282.934305	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_CLOSE_END_TIMESTAMP	317.573719	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_READ_TIME	178.067406	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_WRITE_TIME	83.157370	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_META_TIME	0.245738	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_MAX_READ_TIME	3.973635	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_MAX_WRITE_TIME	0.068272	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_FASTEST_RANK_TIME	0.000000	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_SLOWEST_RANK_TIME	0.000000	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_VARIANCE_RANK_TIME	0.000000	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	24	14281825841841423455	POSIX_F_VARIANCE_RANK_BYTES	0.000000	/pscratch/user/iorTest/darshan.00000024	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_OPENS	12	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_FILENOS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_DUPS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_READS	12288	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_WRITES	12288	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SEEKS	24576	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STATS	12	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MMAPS	-1	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_FSYNCS	6	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_FDSYNCS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_RENAME_SOURCES	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_RENAME_TARGETS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_RENAMED_FROM	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MODE	436	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_BYTES_READ	25769803776	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_BYTES_WRITTEN	25769803776	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MAX_BYTE_READ	4294967295	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MAX_BYTE_WRITTEN	4294967295	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_CONSEC_READS	12282	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_CONSEC_WRITES	12282	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SEQ_READS	12282	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SEQ_WRITES	12282	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_RW_SWITCHES	11	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MEM_NOT_ALIGNED	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MEM_ALIGNMENT	8	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_FILE_NOT_ALIGNED	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_FILE_ALIGNMENT	1048576	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MAX_READ_TIME_SIZE	2097152	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_MAX_WRITE_TIME_SIZE	2097152	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_0_100	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_100_1K	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_1K_10K	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_10K_100K	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_100K_1M	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_1M_4M	12288	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_4M_10M	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_10M_100M	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_100M_1G	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_READ_1G_PLUS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_0_100	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_100_1K	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_1K_10K	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_10K_100K	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_100K_1M	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_1M_4M	12288	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_4M_10M	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_10M_100M	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_100M_1G	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SIZE_WRITE_1G_PLUS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE1_STRIDE	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE2_STRIDE	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE3_STRIDE	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE4_STRIDE	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE1_COUNT	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE2_COUNT	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE3_COUNT	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_STRIDE4_COUNT	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS1_ACCESS	2097152	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS2_ACCESS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS3_ACCESS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS4_ACCESS	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS1_COUNT	24576	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS2_COUNT	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS3_COUNT	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_ACCESS4_COUNT	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_FASTEST_RANK	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_FASTEST_RANK_BYTES	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SLOWEST_RANK	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_SLOWEST_RANK_BYTES	0	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_OPEN_START_TIMESTAMP	0.044816	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_READ_START_TIMESTAMP	16.015206	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_WRITE_START_TIMESTAMP	0.075800	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_CLOSE_START_TIMESTAMP	15.864136	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_OPEN_END_TIMESTAMP	287.726315	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_READ_END_TIMESTAMP	317.225332	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_WRITE_END_TIMESTAMP	282.967155	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_CLOSE_END_TIMESTAMP	317.226267	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_READ_TIME	170.421638	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_WRITE_TIME	89.988989	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_META_TIME	0.341471	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_MAX_READ_TIME	0.078021	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_MAX_WRITE_TIME	0.409199	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
POSIX	25	16990933654677806720	POSIX_F_FASTEST_RANK_TIME	0.000000	/pscratch/user/iorTest/darshan.00000025	UNKNOWN	UNKNOWN
